Title,Translated title,Published,Source Name,Source Type,URL,PDF URL,Policy Document ID,Policy Document DOIs,PDF Document ID,Matched Reference Type,Matched News ID,Matched Policy Document ID,Matched DOI,Matched Person,Page,Matched Snippet,Matched Policy Document Title,Matched Departments
HE 197/2022 vp,,2022-09-30,Eduskunta,government,https://www.eduskunta.fi/FI/vaski/HallituksenEsitys/Sivut/HE_197+2022.aspx,https://julkaisut.valtioneuvosto.fi/bitstream/handle/10024/160554/89-2017-YhdessaMielin_valmis.pdf?sequence=1&isAllowed=y#page=146,parliamentoffinland-c276de8890670b9694b8715fc10c0ea8,,parliamentoffinland-c276de8890670b9694b8715fc10c0ea8-0ebd968ac029804299649d2b1a8c89f2,cited selected person,,,10.1016/j.psc.2012.03.004,Michael M Miller,146,"Pating, D. R., Miller, M. M., Goplerud, E., Martin, J., Ziedonis, D. M. 2012. New systems of care for substance use disorders: treatment, finance, and technology under health care reform. The Psychiatric Clinics of North America, 35, 327-356.",,
Health Equity Indicators for Cardiovascular Disease Toolkit,,2023-01-01,Centers for Disease Control and Prevention (CDC),government,https://stacks.cdc.gov/view/cdc/137142,https://stacks.cdc.gov/view/cdc/137142/cdc_137142_DS1.pdf#page=74,cdc-e8c8197237336ab476ff519bd20254a7,,cdc-e8c8197237336ab476ff519bd20254a7-f0c34399c5282d8a8c1d22ebbcfc026a,cited selected person,,,10.1016/j.ajpc.2021.100179,Michael Miller,74,"10. Gianos E, Jackson EA, Tejpal A, Aspry K, OKeefe J, Aggarwal M, et al. Oral health and atherosclerotic cardiovascular disease: A review. Am J Prev Cardiol. 2021;7:100179. doi:10.1016/j.ajpc.2021.100179",,
"Cardiovascular disease: risk assessment and reduction, including lipid modification",,2023-12-14,NICE,government,https://www.nice.org.uk/guidance/ng238,https://www.nice.org.uk/guidance/ng238/evidence/appendices-pdf-13254225662#page=816,nice-61e47a83d2214d8bccc1467768212643,,nice-61e47a83d2214d8bccc1467768212643-8bbd563802907b76ade8693ed90adaa7,cited selected person,,,10.1056/nejmoa0907569,Michael Miller,816,"1318 Taylor AJ, Villines TC, Stanek EJ, Devine PJ, Griffen L, Miller M et al. Extended-release niacin or ezetimibe and carotid intima-media thickness. New England Journal of Medicine. 2009; 36122:2113-2122",,
"Cardiovascular disease: risk assessment and reduction, including lipid modification",,2023-12-14,NICE,government,https://www.nice.org.uk/guidance/ng238,https://www.nice.org.uk/guidance/ng238/evidence/appendices-pdf-13254225662#page=816,nice-61e47a83d2214d8bccc1467768212643,,nice-61e47a83d2214d8bccc1467768212643-8bbd563802907b76ade8693ed90adaa7,cited selected person,,,10.1056/nejmoa0907569,Michael Miller,816,"1318 Taylor AJ, Villines TC, Stanek EJ, Devine PJ, Griffen L, Miller M et al. Extended-release niacin or ezetimibe and carotid intima-media thickness. New England Journal of Medicine. 2009; 36122:2113-2122",,
"Cardiovascular disease: risk assessment and reduction, including lipid modification",,2023-12-14,NICE,government,https://www.nice.org.uk/guidance/ng238,https://www.nice.org.uk/guidance/ng238/evidence/appendices-pdf-13254225662#page=816,nice-61e47a83d2214d8bccc1467768212643,,nice-61e47a83d2214d8bccc1467768212643-8bbd563802907b76ade8693ed90adaa7,cited selected person,,,10.1056/nejmoa0907569,Michael Miller,816,"1318 Taylor AJ, Villines TC, Stanek EJ, Devine PJ, Griffen L, Miller M et al. Extended-release niacin or ezetimibe and carotid intima-media thickness. New England Journal of Medicine. 2009; 36122:2113-2122",,
Update on Prevention of Cardiovascular Disease in Adults With Type 2 Diabetes Mellitus in Light of Recent Evidence - A Scientific Statement From the American Heart Association and the American Diabetes Association,,2022-11-24,Guidelines in PubMed Central,other,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9728095/pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9728095/pdf#page=41,pubmedcentral-88402843f5bedec23878bd775c43619a,10.1161/cir.0000000000000230,pubmedcentral-88402843f5bedec23878bd775c43619a-88402843f5bedec23878bd775c43619a,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,41,"137. Action to Control Cardiovascular Risk in Diabetes Study Group, Gerstein HC, Miller ME, Byington RP, Goff DC Jr, Bigger JT, Buse JB, Cushman WC, Genuth S, Ismail-Beigi F, Grimm RH Jr, Probstfield JL, Simons-Morton DG, Friedewald WT. Effects of intensive glucose lowering in type 2 diabetes. N Engl J Med. 2008;358:25452559. doi: 10.1056/NEJMoa0802743. PubMed: 18539917",,
Agenda en vergaderstukken Adviescommissie Pakket (ACP) 19 augustus 2022,Agenda and meeting documents Package Advisory Committee (ACP) 19 August 2022,2022-08-11,Zorginstituut Nederland,government,https://www.zorginstituutnederland.nl/publicaties/vergaderstuk/2022/08/12/agenda-en-vergaderstukken-adviescommissie-pakket-acp-19-augustus-2022,https://www.zorginstituutnederland.nl/binaries/zinl/documenten/vergaderstuk/2022/08/12/agenda-en-vergaderstukken-adviescommissie-pakket-acp-19-augustus-2022/ACP+104-5a+%28Concept%29+Advies+GVS-geneesmiddel+Icosapent+ethyl+%28Vazkepa%C2%AE%29.pdf#page=137,zorginstitute-a19edacd3b49a263be988d142d2479c2,,zorginstitute-a19edacd3b49a263be988d142d2479c2-1ee8d62a64e146e15a41c7e98af93cdd,cited selected person,,,10.1001/jamanetworkopen.2021.48172,Michael Miller,137,"18. Weintraub WS, Bhatt DL, Zhang Z, Dolman S, Boden WE, Bress AP, et al. Costeffectiveness of Icosapent Ethyl for High-risk Patients With Hypertriglyceridemia Despite Statin Treatment. JAMA Network Open. 2022;52:e2148172-e.",,
Ovariumcarcinoom,,2024-03-08,Federatie Medisch Specialisten,igo,https://richtlijnendatabase.nl/richtlijn/ovariumcarcinoom,https://richtlijnendatabase.nl/pdf?g=288&m=24405#page=115,fedmednl-8897c5cc6932a741bf98adbe1a8b1c97,,fedmednl-8897c5cc6932a741bf98adbe1a8b1c97-3e560861a3172c8fa2fb32a171a0d834,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,115,"2 - Action to Control Cardiovascular Risk in Diabetes Study Group. Gerstein HC, Miller ME, Byington RP, et al. Effects of intensive glucose lowering in type 2 diabetes. N Engl J Med 2008;35824:254559. PMID: 18539917 PMCID: PMC4551392 DOI: 10.1056/NEJMoa0802743.",,
The AGAMENON-SEOM model for prediction of survival in patients with advanced HER2-positive oesophagogastric adenocarcinoma receiving first-line trastuzumab-based therapy,,2023-03-22,Generalitat de Catalunya,government,https://scientiasalut.gencat.cat/bitstream/handle/11351/9226/agamenon_seom_model_prediction_survival_patients_advanced_her2_positive_oesophagogastric_adenocarcinoma_receiving_first_line_trastuzumab_based_therapy_2023.pdf,https://scientiasalut.gencat.cat/bitstream/handle/11351/9226/agamenon_seom_model_prediction_survival_patients_advanced_her2_positive_oesophagogastric_adenocarcinoma_receiving_first_line_trastuzumab_based_therapy_2023.pdf#page=13,stateofcatalunya-d759ffdaf00112766d441f323e2ecc25,,stateofcatalunya-d759ffdaf00112766d441f323e2ecc25-d759ffdaf00112766d441f323e2ecc25,cited selected person,,,10.1038/nature13480,Michael Miller,13,2. Cancer Genome Atlas Research Network. Comprehensive molecular characterization of gastric adenocarcinoma. Nature 2014; 513: 202209.,,
Programa de Prevención y Control de la Enfermedad Vascular Aterosclerótica de Canarias,Canary Islands Atherosclerotic Vascular Disease Prevention and Control Program,2023-07-05,Gobierno de Canarias,government,https://www3.gobiernodecanarias.org/sanidad/scs/content/665e1471-d27e-11e2-8241-7543da9dbb8a/ProgramaEVAcompleto.pdf*,https://www3.gobiernodecanarias.org/sanidad/scs/content/665e1471-d27e-11e2-8241-7543da9dbb8a/ProgramaEVAcompleto.pdf*#page=234,stateofcanarias-268e353f758bdf67e2760e2f30f6280a,,stateofcanarias-268e353f758bdf67e2760e2f30f6280a-268e353f758bdf67e2760e2f30f6280a,cited selected person,,,10.1016/j.atherosclerosis.2007.11.008,Michael Miller,234,"22 Harriss WS, Miller M, Tighe AP, Davidson MH, Schaefer EJ, Omega-3 fatty acids and coronary heart disease risk: Clinical and mechanistic perspectives Atherosclerosis, vol. 197, pp. 12-24, 2008.",,
Programa de Prevención y Control de la Enfermedad Vascular Aterosclerótica de Canarias,Canary Islands Atherosclerotic Vascular Disease Prevention and Control Program,2023-07-05,Gobierno de Canarias,government,https://www3.gobiernodecanarias.org/sanidad/scs/content/665e1471-d27e-11e2-8241-7543da9dbb8a/ProgramaEVAcompleto.pdf*,https://www3.gobiernodecanarias.org/sanidad/scs/content/665e1471-d27e-11e2-8241-7543da9dbb8a/ProgramaEVAcompleto.pdf*#page=234,stateofcanarias-268e353f758bdf67e2760e2f30f6280a,,stateofcanarias-268e353f758bdf67e2760e2f30f6280a-268e353f758bdf67e2760e2f30f6280a,cited selected person,,,10.1016/j.atherosclerosis.2007.11.008,Michael Miller,234,"22 Harriss WS, Miller M, Tighe AP, Davidson MH, Schaefer EJ, Omega-3 fatty acids and coronary heart disease risk: Clinical and mechanistic perspectives Atherosclerosis, vol. 197, pp. 12-24, 2008.",,
Hybrid closed loop systems for managing blood glucose levels in type 1 diabetes,,2023-12-19,NICE,government,https://www.nice.org.uk/guidance/ta943,https://www.nice.org.uk/guidance/ta943/evidence/final-appraisal-determination-committee-papers-pdf-13254232142#page=158,nice-8d0542f04d522fe8def3a1a0a63e8f95,,nice-8d0542f04d522fe8def3a1a0a63e8f95-edc4c573c3f25f91cff9c8d938d8881c,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,158,"3 Gerstein HC, Miller ME, Byington RP, et al. Action to Control Cardiovascular Risk in Diabetes Study Group. Effects of intensive glucose lowering in type 2 diabetes. New England journal of medicine.",,
Agenda en vergaderstukken Adviescommissie Pakket (ACP) 19 augustus 2022,Agenda and meeting documents Package Advisory Committee (ACP) 19 August 2022,2022-08-11,Zorginstituut Nederland,government,https://www.zorginstituutnederland.nl/publicaties/vergaderstuk/2022/08/12/agenda-en-vergaderstukken-adviescommissie-pakket-acp-19-augustus-2022,https://www.zorginstituutnederland.nl/binaries/zinl/documenten/vergaderstuk/2022/08/12/agenda-en-vergaderstukken-adviescommissie-pakket-acp-19-augustus-2022/ACP+104-5a+%28Concept%29+Advies+GVS-geneesmiddel+Icosapent+ethyl+%28Vazkepa%C2%AE%29.pdf#page=136,zorginstitute-a19edacd3b49a263be988d142d2479c2,,zorginstitute-a19edacd3b49a263be988d142d2479c2-1ee8d62a64e146e15a41c7e98af93cdd,cited selected person,,,10.1016/j.jacc.2019.02.032,Michael Miller,136,"3. Bhatt DL, Steg PG, Miller M, Brinton EA, Jacobson TA, Ketchum SB, et al. Effects of icosapent ethyl on total ischemic events: from REDUCE-IT. Journal of the American College of Cardiology. 2019;7322:2791-802.",,
"Lipotropics, Statins",,2022-10-16,State of Texas,government,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3bb.pdf,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3bb.pdf#page=62,texasgov-037517c457ec73c30226fdde48bba704,,texasgov-037517c457ec73c30226fdde48bba704-037517c457ec73c30226fdde48bba704,cited selected person,,,10.1016/j.jacc.2007.10.038,Michael Miller,62,"308 Miller M, Cannon CP, Murphy SA, et al for the PROVE-IT-TIMI 22 trial. Impact of triglyceride levels beyond low-density lipoprotein cholesterol after acute coronary syndrome in the PROVE IT-TIMI 22 trial. J Am Coll Cardiol. 2008; 517: 724730. DOI: 10.1016/j.jacc.2007.10.038.",,
"Lipotropics, Statins",,2022-10-16,State of Texas,government,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3bb.pdf,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3bb.pdf#page=62,texasgov-037517c457ec73c30226fdde48bba704,,texasgov-037517c457ec73c30226fdde48bba704-037517c457ec73c30226fdde48bba704,cited selected person,,,10.1016/j.jacc.2007.10.038,Michael Miller,62,"308 Miller M, Cannon CP, Murphy SA, et al for the PROVE-IT-TIMI 22 trial. Impact of triglyceride levels beyond low-density lipoprotein cholesterol after acute coronary syndrome in the PROVE IT-TIMI 22 trial. J Am Coll Cardiol. 2008; 517: 724730. DOI: 10.1016/j.jacc.2007.10.038.",,
"Nutrition, dietary recommendations, and supplements for patients with congenital heart disease",,2023-05-26,Generalitat de Catalunya,government,https://scientiasalut.gencat.cat/bitstream/handle/11351/9942/nutrition_dietary_recommendations_supplements_patients_congenital_heart_disease_2023.pdf?sequence=1&isAllowed=y,https://scientiasalut.gencat.cat/bitstream/handle/11351/9942/nutrition_dietary_recommendations_supplements_patients_congenital_heart_disease_2023.pdf?sequence=1&isAllowed=y#page=8,stateofcatalunya-5cb94b258762452028d38677a93a110b,,stateofcatalunya-5cb94b258762452028d38677a93a110b-5cb94b258762452028d38677a93a110b,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,8,"31 Bhatt DL, Steg PG, Miller M, Brinton EA, Jacobson TA, Ketchum SB, et al. Cardiovascular risk reduction with icosapent ethyl for hypertriglyceridemia. N Engl J Med 2019;3801:1122. http://refhub.elsevier.com/S2666-66852300011-3/sref31",,
"Nutrition, dietary recommendations, and supplements for patients with congenital heart disease",,2023-05-26,Generalitat de Catalunya,government,https://scientiasalut.gencat.cat/bitstream/handle/11351/9942/nutrition_dietary_recommendations_supplements_patients_congenital_heart_disease_2023.pdf?sequence=1&isAllowed=y,https://scientiasalut.gencat.cat/bitstream/handle/11351/9942/nutrition_dietary_recommendations_supplements_patients_congenital_heart_disease_2023.pdf?sequence=1&isAllowed=y#page=8,stateofcatalunya-5cb94b258762452028d38677a93a110b,,stateofcatalunya-5cb94b258762452028d38677a93a110b-5cb94b258762452028d38677a93a110b,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,8,"31 Bhatt DL, Steg PG, Miller M, Brinton EA, Jacobson TA, Ketchum SB, et al. Cardiovascular risk reduction with icosapent ethyl for hypertriglyceridemia. N Engl J Med 2019;3801:1122. http://refhub.elsevier.com/S2666-66852300011-3/sref31",,
New York State Family First Prevention Services Act (FFPSA) Prevention Plan,,2022-08-04,New York State,government,https://ar.ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf,https://ar.ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf#page=106,nygov-37d3079a7a7bd74a842fe745de421e92,,nygov-37d3079a7a7bd74a842fe745de421e92-37d3079a7a7bd74a842fe745de421e92,cited selected person,,,10.1111/ajad.12278,Michael Miller,106,"32 Horigian, V. E., Feaster, D. J., Robbins, M. S., Brincks, A. M., Ucha, J., Rohrbaugh, M. J., Szapocznik, J. 2015. A cross-sectional assessment of the long term effects of Brief Strategic Family Therapy for adolescent substance use. The American Journal On Addictions, 247, 637-645. doi:10.1111/ajad.12278",,
Cardiorenal syndrome and diabetes: an evil pairing,,2023-05-08,Generalitat de Catalunya,government,https://scientiasalut.gencat.cat/bitstream/handle/11351/9674/cardiorenal_syndrome_diabetes_an_evil_pairing_2023.pdf,https://scientiasalut.gencat.cat/bitstream/handle/11351/9674/cardiorenal_syndrome_diabetes_an_evil_pairing_2023.pdf#page=10,stateofcatalunya-c5d529d38a59305ba94dd5a30f69f6d6,,stateofcatalunya-c5d529d38a59305ba94dd5a30f69f6d6-c5d529d38a59305ba94dd5a30f69f6d6,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,10,"34. Action to Control Cardiovascular Risk in Diabetes Study Group; Gerstein HC, Miller ME, Byington RP, Goff DC Jr, Bigger JT, Buse JB, et al. Effects of intensive glucose lowering in type 2 diabetes. N Engl J Med. 2008 358:254559. doi: 10. 1056/nejmoa0802743 https://doi.org/10.1056/nejmoa0802743",,
Cardiorenal syndrome and diabetes: an evil pairing,,2023-05-08,Generalitat de Catalunya,government,https://scientiasalut.gencat.cat/bitstream/handle/11351/9674/cardiorenal_syndrome_diabetes_an_evil_pairing_2023.pdf?sequence=1&isAllowed=y,https://scientiasalut.gencat.cat/bitstream/handle/11351/9674/cardiorenal_syndrome_diabetes_an_evil_pairing_2023.pdf?sequence=1&isAllowed=y#page=10,stateofcatalunya-a394f4a29e790c61c31100d42b0b6b71,,stateofcatalunya-a394f4a29e790c61c31100d42b0b6b71-a394f4a29e790c61c31100d42b0b6b71,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,10,"34. Action to Control Cardiovascular Risk in Diabetes Study Group; Gerstein HC, Miller ME, Byington RP, Goff DC Jr, Bigger JT, Buse JB, et al. Effects of intensive glucose lowering in type 2 diabetes. N Engl J Med. 2008 358:254559. doi: 10. 1056/nejmoa0802743 https://doi.org/10.1056/nejmoa0802743",,
Comprehensive Cardiovascular and Renal Protection in Patients with Type 2 Diabetes,,2023-06-08,Generalitat de Catalunya,government,https://scientiasalut.gencat.cat/bitstream/handle/11351/9937/comprehensive_cardiovascular_renal_protection_patients_type_2_diabetes_2023.pdf?sequence=1&isAllowed=y,https://scientiasalut.gencat.cat/bitstream/handle/11351/9937/comprehensive_cardiovascular_renal_protection_patients_type_2_diabetes_2023.pdf?sequence=1&isAllowed=y#page=31,stateofcatalunya-f7e2293039432320090eb21c76ffd06f,,stateofcatalunya-f7e2293039432320090eb21c76ffd06f-f7e2293039432320090eb21c76ffd06f,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,31,"34. Bhatt, D.L.; Steg, P.G.; Miller, M.; Brinton, E.A.; Jacobson, T.A.; Ketchum, S.B.; Doyle, R.T., Jr.; Juliano, R.A.; Jiao, L.; Granowitz, C.; et al. Cardiovascular Risk Reduction with Icosapent Ethyl for Hypertriglyceridemia. N. Engl. J. Med. 2019, 380, 1122. CrossRef https://doi.org/10.1056/NEJMoa2215024",,
Comprehensive Cardiovascular and Renal Protection in Patients with Type 2 Diabetes,,2023-06-08,Generalitat de Catalunya,government,https://scientiasalut.gencat.cat/bitstream/handle/11351/9937/comprehensive_cardiovascular_renal_protection_patients_type_2_diabetes_2023.pdf?sequence=1&isAllowed=y,https://scientiasalut.gencat.cat/bitstream/handle/11351/9937/comprehensive_cardiovascular_renal_protection_patients_type_2_diabetes_2023.pdf?sequence=1&isAllowed=y#page=31,stateofcatalunya-f7e2293039432320090eb21c76ffd06f,,stateofcatalunya-f7e2293039432320090eb21c76ffd06f-f7e2293039432320090eb21c76ffd06f,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,31,"34. Bhatt, D.L.; Steg, P.G.; Miller, M.; Brinton, E.A.; Jacobson, T.A.; Ketchum, S.B.; Doyle, R.T., Jr.; Juliano, R.A.; Jiao, L.; Granowitz, C.; et al. Cardiovascular Risk Reduction with Icosapent Ethyl for Hypertriglyceridemia. N. Engl. J. Med. 2019, 380, 1122. CrossRef https://doi.org/10.1056/NEJMoa2215024",,
"Lipotropics, Other",,2022-10-19,State of Texas,government,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3aa.pdf,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3aa.pdf#page=71,texasgov-38c420b59b8d97696a3473f0df5c41c1,,texasgov-38c420b59b8d97696a3473f0df5c41c1-38c420b59b8d97696a3473f0df5c41c1,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,71,"345 Bhatt DL, Steg G, Miller M, et al. Cardiovascular risk reduction with icosapent ethyl for hypertriglyceridemia. N Engl J Med. 2019; 3801: 11-22. DOI: 10.1056/NEJMoa1812792.",,
"Lipotropics, Other",,2022-10-19,State of Texas,government,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3aa.pdf,https://www.hhs.texas.gov/sites/default/files/documents/apr-2023-durb-agenda-item3aa.pdf#page=71,texasgov-38c420b59b8d97696a3473f0df5c41c1,,texasgov-38c420b59b8d97696a3473f0df5c41c1-38c420b59b8d97696a3473f0df5c41c1,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,71,"345 Bhatt DL, Steg G, Miller M, et al. Cardiovascular risk reduction with icosapent ethyl for hypertriglyceridemia. N Engl J Med. 2019; 3801: 11-22. DOI: 10.1056/NEJMoa1812792.",,
Utilization of Glucagon-Like Peptide-1 Receptor Agonists,,2022-08-31,Canadian Agency for Drugs and Technologies in Health,government,https://cadth.ca/utilization-glucagon-peptide-1-receptor-agonists,https://www.cadth.ca/sites/default/files/hta-he/HC0042-Utilization-of-Glucagon-Like-Peptide1-(GLP-1)-Agonists-aug26_KT-meta.pdf#page=27,cadth-075880a47ef080b57a9081304490afcc,,cadth-075880a47ef080b57a9081304490afcc-e1e64da89e38d3075a58f1e62a5751d6,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,27,"5. Action to Control Cardiovascular Risk in Diabetes Study Group, Gerstein HC, Miller ME, et al. Effects of intensive glucose lowering in type 2 diabetes. N Engl J Med. 2008;35824:2545-2559. PubMed https://pubmed.ncbi.nlm.nih.gov/18539917",,
National Guideline for Management of Diabetes For Secondary and Tertiary healthcare level,,2023-02-03,Government of Sri Lanka,government,https://www.ncd.health.gov.lk/images/pdf/circulars/final_dm_DM_for_secondary_and_tertiary__health_care_providers_feb3rd.pdf,https://www.ncd.health.gov.lk/images/pdf/circulars/final_dm_DM_for_secondary_and_tertiary__health_care_providers_feb3rd.pdf#page=189,governmentofsrilanka-7c66f0b8f2bbadfbb005ad9ddcc71184,,governmentofsrilanka-7c66f0b8f2bbadfbb005ad9ddcc71184-7c66f0b8f2bbadfbb005ad9ddcc71184,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,189,"50 Action to Control Cardiovascular Risk in Diabetes Study Group, Gerstein HC, Miller ME, et al. Effects of intensive glucose lowering in type 2 diabetes. N Engl J Med. 2008;35824:2545-2559. doi:10.1056/NEJMoa0802743.",,
"Cardiovascular disease: risk assessment and reduction, including lipid modification",,2023-12-14,NICE,government,https://www.nice.org.uk/guidance/ng238,https://www.nice.org.uk/guidance/ng238/evidence/appendices-pdf-13254225662#page=757,nice-61e47a83d2214d8bccc1467768212643,,nice-61e47a83d2214d8bccc1467768212643-8bbd563802907b76ade8693ed90adaa7,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,757,"519 Friedewald WT, Buse JB, Bigger JT, Byington RP, Cushman WC, Gerstein HC et al. Effects of intensive glucose lowering in type 2 diabetes. New England Journal of Medicine. 2008; 35824:2545-2559",,
Update on Prevention of Cardiovascular Disease in Adults With Type 2 Diabetes Mellitus in Light of Recent Evidence - A Scientific Statement From the American Heart Association and the American Diabetes Association,,2022-11-24,Guidelines in PubMed Central,other,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9728095/pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9728095/pdf#page=35,pubmedcentral-88402843f5bedec23878bd775c43619a,10.1161/cir.0000000000000230,pubmedcentral-88402843f5bedec23878bd775c43619a-88402843f5bedec23878bd775c43619a,cited selected person,,,10.1161/cir.0b013e3182160726,Michael Miller,35,"52. Miller M, Stone NJ, Ballantyne C, Bittner V, Criqui MH, Ginsberg HN, Goldberg AC, Howard WJ, Jacobson MS, Kris-Etherton PM, Lennie TA, Levi M, Mazzone T, Pennathur S; on behalf of the American Heart Association Clinical Lipidology, Thrombosis, and Prevention Committee of the Council on Nutrition, Physical Activity, and Metabolism; Council on Arteriosclerosis, Thrombosis and Vascular Biology; Council on Cardiovascular Nursing; Council on the Kidney in Cardiovascular Disease. Triglycerides and cardiovascular disease: a scientific statement from the American Heart Association. Circulation. 2011;123:22922333. doi: 10.1161/ CIR.0b013e3182160726. PubMed: 21502576",,
"Sekundärprophylaxe ischämischer Schlaganfall und transitorische ischämische Attacke – Teil 2: Lebensstil, arterielle Stenosen, andere Antithrombotika-Indikationen, Hormone, Diabetes mellitus, Schlafapnoe","Secondary prevention of ischemic stroke and transient ischemic attack - Part 2: Lifestyle, arterial stenoses, other antithrombotic indications, hormones, diabetes mellitus, sleep apnea",2022-12-13,Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften (AWMF),government,https://register.awmf.org/de/leitlinien/detail/030-143,https://register.awmf.org/assets/guidelines/030-143l_S2k_Sekundaerprophylaxe-ischaemischer-Schlaganfall-transitorische-ischaemische-Attacke-Teil-2_2023-01.pdf#page=94,awmf-f74a565098a3656e8f698be471c03654,,awmf-f74a565098a3656e8f698be471c03654-2b44b4d51bb30d6d04764006b789838e,cited selected person,,,10.1056/nejmoa0802743,Michael Miller,94,"Action to Control Cardiovascular Risk in Diabetes Study, G., Gerstein, H. C., Miller, M. E., Byington, R. P., Goff, D. C., Jr., Bigger, J. T., . . . Friedewald, W. T. 2008. Effects of intensive glucose lowering in type 2 diabetes. N Engl J Med, 35824, 2545-2559. doi:10.1056/NEJMoa0802743",,
"Sekundärprophylaxe ischämischer Schlaganfall und transitorische ischämische Attacke – Teil 2: Lebensstil, arterielle Stenosen, andere Antithrombotika-Indikationen, Hormone, Diabetes mellitus, Schlafapnoe","Secondary prevention of ischemic stroke and transient ischemic attack - Part 2: Lifestyle, arterial stenoses, other antithrombotic indications, hormones, diabetes mellitus, sleep apnea",2022-12-13,Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften (AWMF),government,https://register.awmf.org/de/leitlinien/detail/030-143,https://register.awmf.org/assets/guidelines/030-143l_S2k_Sekundaerprophylaxe-ischaemischer-Schlaganfall-transitorische-ischaemische-Attacke-Teil-2_2023-01.pdf#page=97,awmf-f74a565098a3656e8f698be471c03654,,awmf-f74a565098a3656e8f698be471c03654-2b44b4d51bb30d6d04764006b789838e,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,97,"Bhatt, D. L., Steg, P. G., Miller, M., Brinton, E. A., Jacobson, T. A., Ketchum, S. B., . . . Investigators, R.-I. 2019. Cardiovascular Risk Reduction with Icosapent Ethyl for Hypertriglyceridemia. N Engl J Med, 3801, 11-22. doi:10.1056/NEJMoa1812792",,
"Sekundärprophylaxe ischämischer Schlaganfall und transitorische ischämische Attacke – Teil 2: Lebensstil, arterielle Stenosen, andere Antithrombotika-Indikationen, Hormone, Diabetes mellitus, Schlafapnoe","Secondary prevention of ischemic stroke and transient ischemic attack - Part 2: Lifestyle, arterial stenoses, other antithrombotic indications, hormones, diabetes mellitus, sleep apnea",2022-12-13,Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften (AWMF),government,https://register.awmf.org/de/leitlinien/detail/030-143,https://register.awmf.org/assets/guidelines/030-143l_S2k_Sekundaerprophylaxe-ischaemischer-Schlaganfall-transitorische-ischaemische-Attacke-Teil-2_2023-01.pdf#page=97,awmf-f74a565098a3656e8f698be471c03654,,awmf-f74a565098a3656e8f698be471c03654-2b44b4d51bb30d6d04764006b789838e,cited selected person,,,10.1056/nejmoa1812792,Michael Miller,97,"Bhatt, D. L., Steg, P. G., Miller, M., Brinton, E. A., Jacobson, T. A., Ketchum, S. B., . . . Investigators, R.-I. 2019. Cardiovascular Risk Reduction with Icosapent Ethyl for Hypertriglyceridemia. N Engl J Med, 3801, 11-22. doi:10.1056/NEJMoa1812792",,
User's Manual Template,,2022-11-22,Commonwealth of Massachusetts,government,https://www.mass.gov/doc/ma-title-iv-e-prevention-plan/download,https://www.mass.gov/doc/ma-title-iv-e-prevention-plan/download#page=52,massgov-aba8f55c9c6efdc821fc8ddd1feff19b,,massgov-aba8f55c9c6efdc821fc8ddd1feff19b-aba8f55c9c6efdc821fc8ddd1feff19b,cited selected person,,,10.1037/a0025477,Michael Miller,52,"Carrion, I., Vandermark, N., Szapocznik, J. 2011. Brief Strategic Family Therapy versus treatment as usual: Results of a multisite randomized trial for substance using adolescents. Journal of Consulting and Clinical Psychology, 796, 713-727.",,
