Key,Item Type,Publication Year,authors,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,keywords,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
7T6A2BWZ,presentation,2023,"Bailey, Jo; Salmon, Rhian; Horst, Maja",'The engagement laundromat': a participatory process for iterating engagement ideas,,,,,,,2023,16/04/2024 6:12,30/05/2024 22:31,,,,,,,,,,,,,,"Rotterdam, The Netherlands",,,Demonstration,,,,,Presenters: _:n63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Communication of Science and Technology,,,,,,,,,,,,,,,,
NAHSW5VL,journalArticle,2024,"Forero-Muñoz, Norma R; Muylaert, Renata L; Seifert, Stephanie N; Albery, Gregory F; Becker, Daniel J; Carlson, Colin J; Poisot, Timothée",The coevolutionary mosaic of bat betacoronavirus emergence risk,Virus Evolution,,2057-1577,10.1093/ve/vead079,https://academic.oup.com/ve/article/doi/10.1093/ve/vead079/7484569,"Abstract             Pathogen evolution is one of the least predictable components of disease emergence, particularly in nature. Here, building on principles established by the geographic mosaic theory of coevolution, we develop a quantitative, spatially explicit framework for mapping the evolutionary risk of viral emergence. Driven by interest in diseases like Severe Acute Respiratory Syndrome (SARS), Middle East Respiratory Syndrome (MERS), and Coronavirus disease 2019 (COVID-19), we examine the global biogeography of bat-origin betacoronaviruses, and find that coevolutionary principles suggest geographies of risk that are distinct from the hotspots and coldspots of host richness. Further, our framework helps explain patterns like a unique pool of merbecoviruses in the Neotropics, a recently discovered lineage of divergent nobecoviruses in Madagascar, and—most importantly—hotspots of diversification in southeast Asia, sub-Saharan Africa, and the Middle East that correspond to the site of previous zoonotic emergence events. Our framework may help identify hotspots of future risk that have also been previously overlooked, like West Africa and the Indian subcontinent, and may more broadly help researchers understand how host ecology shapes the evolution and diversity of pandemic threats.",16/01/2024,14/04/2024 23:07,30/05/2024 22:31,15/04/2024 5:30,vead079,,1,10,,,,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\J3CXLHB8\Forero-Muñoz et al. - 2024 - The coevolutionary mosaic of bat betacoronavirus e.pdf; ; ; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10868545/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10868545/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10868545/,bats; betacoronavirus; disease ecology; geographic mosaic theory of coevolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7NE5VBTS,journalArticle,2023,"Pauling, Andrew G.; Bitz, Cecilia M.; Armour, Kyle C.",The Climate Response to the Mt. Pinatubo Eruption Does Not Constrain Climate Sensitivity,Geophysical Research Letters,,"0094-8276, 1944-8007",10.1029/2023GL102946,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2023GL102946,"Abstract             The climate response to the Mt. Pinatubo volcanic eruption is analyzed using large ensembles of Coupled Model Intercomparison Project Phase 6 (CMIP6) historical simulations. In contrast to previous work, we find that standard measures of the global temperature response to volcanic forcing are not significantly correlated with climate sensitivity across models. Isolating the shortwave response due to non‐cloud effects does not improve the correlation with climate sensitivity. Earlier constraints on climate sensitivity based on the response to Mt. Pinatubo are consistent with having arisen by chance because of the small size of the ensembles used. Our results suggest that the response to Mt. Pinatubo cannot be used to constrain the climate sensitivity to increased greenhouse gas concentrations, as has been proposed, because the radiative feedbacks in response to volcanic eruptions are not well correlated with the feedbacks governing the long‐term response to greenhouse gas forcing.           ,              Plain Language Summary             Large volcanic eruptions influence climate by injecting sulfate aerosols into the stratosphere. It has been proposed that the response of the climate system to recent large eruptions can inform estimates of current and anticipated climate change driven by increasing levels of carbon dioxide in the atmosphere by comparing the simulated temperature responses driven by the two types of forcing across a variety of climate models. Here we show that numerous simulations are necessary to quantify the variability of the climate response to recent volcanic eruptions, and taken together the simulations show that the proposed relationship does not exist. Thus volcanic eruptions do not constrain 21st century climate change, and the results of earlier studies are consistent with having arisen by chance owing to the reduced number of simulations that were available. We propose that the lack of relationship is because climate feedbacks differ when driven by volcanic eruptions versus increased carbon dioxide.           ,              Key Points                                                                Coupled Model Intercomparison Project Phase 6 (CMIP6) large ensembles allow the relationship between climate sensitivity and response to volcanic eruptions to be investigated                                                     The climate response to the eruption of Mt. Pinatubo does not correlate well with equilibrium climate sensitivity (ECS) across CMIP6 models                                                     Previous claims that the response to Pinatubo could constrain ECS are consistent with statistical chance",16/04/2023,14/04/2024 23:07,30/05/2024 22:31,15/04/2024 5:39,e2023GL102946,,7,50,,Geophysical Research Letters,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9M5X6KK4,journalArticle,2023,"Whitehead, Kathryn; Pilkington, Lisa I.; Slate, Anthony J.; Saubade, Fabien; Amin, Mohsin; Lutey, Adrian; Gemini, Laura; Kling, Rainer; Romoli, Luca",The cleanability of laser etched surfaces with repeated fouling using Staphylococcus aureus and milk,Food and Bioproducts Processing,,9603085,10.1016/j.fbp.2022.11.007,https://linkinghub.elsevier.com/retrieve/pii/S0960308522001432,,2023-01,14/04/2024 23:07,30/05/2024 22:31,15/04/2024 5:46,145-154,,,137,,Food and Bioproducts Processing,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\IK8RKYBY\Whitehead et al. - 2023 - The cleanability of laser etched surfaces with rep.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WYYJCIC,journalArticle,2023,"Warbrick, Isaac; Makiha, Rereata; Heke, Deborah; Hikuroa, Daniel; Awatere, Shaun; Smith, Valance","Te Maramataka-An Indigenous System of Attuning with the Environment, and Its Role in Modern Health and Well-Being",International journal of environmental research and public health,,1660-4601,10.3390/ijerph20032739,https://pubmed.ncbi.nlm.nih.gov/36768123,"The connection between the natural environment and human health is well documented in Indigenous narratives. The maramataka-a Māori system of observing the relationships between signs, rhythms, and cycles in the environment-is underpinned by generations of Indigenous knowledge, observation, and experimentation. The maramataka enabled Māori and our Pacific relatives to attune with the movements of the environment and ensure activities essential for survival and well-being were conducted at the optimal times. A recent revival of the maramataka in various communities in New Zealand is providing uniquely Indigenous ways to 'reconnect' people, and their health, with the natural environment. In a world where people have become increasingly disconnected from the natural environment, the maramataka offers an alternative to dominant perspectives of health. It also provides a mechanism to enhance the many facets of health through an understanding of the human-ecosystem relationship in a uniquely Indigenous way. This conceptual paper (i) highlights a uniquely Indigenous way of understanding the environment (the maramataka) and its connection to health, (ii) discusses the connections between the maramataka and scientific research on health and the environment, and (iii) introduces current and potential applications of the maramataka in improving health and well-being.",3/02/2023,14/04/2024 23:07,30/05/2024 22:30,,2739,,3,20,,Int J Environ Res Public Health,,,,,,,,eng,,,PubMed,36768123,,,Number: 3 Place: Switzerland,,C:\Users\User\Zotero\storage\I4G7AY7C\Warbrick et al. - 2023 - Te Maramataka—An Indigenous System of Attuning wit.pdf; ; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9915707/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9915707/,Humans; Māori; New Zealand; *Ecosystem; *Health Status; decolonising health; Empirical Research; Environment; environment and health; Indigenous health; Indigenous knowledge; maramataka; planetary health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVAVBPD,journalArticle,2023,"Manfrin, Alessandro; Pilotto, Francesca; Larsen, Stefano; Tonkin, Jonathan D.; Lorenz, Armin W.; Haase, Peter; Stoll, Stefan",Taxonomic and functional reorganization in Central European stream macroinvertebrate communities over 25 years,Science of The Total Environment,,489697,10.1016/j.scitotenv.2023.164278,https://linkinghub.elsevier.com/retrieve/pii/S0048969723028991,,2023-09,14/04/2024 23:07,30/05/2024 22:30,15/04/2024 5:38,164278,,,889,,Science of The Total Environment,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEWD25E4,journalArticle,2023,"Miller, Gillean C; Barker, David; Pilkington, Lisa I; Deed, Rebecca C",Synthesis of a novel isotopically labelled standard for quantification of γ-nonalactone in New Zealand Pinot noir via SIDA-SPE-GC-MS,Analytical and bioanalytical chemistry,,1618-2650,10.1007/s00216-023-04789-2,https://pubmed.ncbi.nlm.nih.gov/37308618,"γ-Nonalactone is a linear aliphatic lactone ubiquitous in wine, associated with coconut, sweet, and stone fruit aroma descriptors. Little research has been conducted looking at the importance of this compound to New Zealand (NZ) wine aroma. (2)H(2)(13)C(2)-γ-Nonalactone, a novel isotopologue of γ-nonalactone, was synthesised in this work for use in a stable isotope dilution assay (SIDA) for quantification of γ-nonalactone in NZ Pinot noir wines for the first time. Synthesis was carried out using heptaldehyde as the starting material, and (13)C atoms and (2)H atoms were introduced via Wittig olefination and deuterogenation steps, respectively. The suitability of this compound as an internal standard was demonstrated by spiking model wine at normal and elevated conditions during sample preparation, with subsequent analysis via mass spectrometry showing stability of (2)H(2)(13)C(2)-γ-nonalactone. A model wine calibration, with concentrations of γ-nonalactone from 0 to 100 µg L(-1), was shown to have excellent linearity (R(2) > 0.99), reproducibility (0.72%), and repeatability (0.38%). Twelve NZ Pinot noir wines, representative of a range of NZ Pinot noir-producing regions, prices, and vintages, were analysed by solid-phase extraction-gas chromatography-mass spectrometry (SPE-GC-MS). The concentrations of γ-nonalactone ranged from 8.3 to 22.5 µg L(-1), the latter of which was close to the odour detection threshold of this compound. These findings provide a basis for further research into γ-nonalactone and its impact on NZ Pinot noir aroma and provide a robust method for the quantification of this compound in Pinot noir.",2023-08,14/04/2024 23:07,30/05/2024 22:30,,5035-5047,,20,415,,Anal Bioanal Chem,,,,,,,,eng,,,PubMed,37308618,,,Number: 20 Edition: 2023/06/13 Place: Germany,,C:\Users\User\Zotero\storage\PS5AMVQ7\Miller et al. - 2023 - Synthesis of a novel isotopically labelled standar.pdf; ; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386917/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386917/,New Zealand; Reproducibility of Results; *Vitis/chemistry; *Wine/analysis; Aroma; Gas Chromatography-Mass Spectrometry; Isotopes/analysis; Pinot noir; SIDA; Wine; γ-Nonalactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E87SVX7H,journalArticle,2023,"Adams, T.; O’Sullivan, M.; Walker, C.",Surgical procedure prediction using medical ontological information,Computer Methods and Programs in Biomedicine,,1692607,10.1016/j.cmpb.2023.107541,https://linkinghub.elsevier.com/retrieve/pii/S0169260723002067,,2023-06,14/04/2024 23:07,30/05/2024 22:30,15/04/2024 5:26,107541,,,235,,Computer Methods and Programs in Biomedicine,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHSPV3HQ,journalArticle,2023,"Buelow, Franca Angela; Brower, Ann","Structural Adaptation Triggers in the CAP: <i>Regional Implementation 2007–2013 in the East Midlands, England</i>",Case Studies in the Environment,,2473-9510,10.1525/cse.2023.2003039,https://online.ucpress.edu/cse/article/7/1/2003039/197533/Structural-Adaptation-Triggers-in-the-CAP-Regional,"This case study explores how policy structures support agricultural adaptation. Using the Common Agricultural Policy (CAP) reforms of 2007–2013, this case study analyses regional implementation in the East Midlands, England. We investigate how the structures of CAP implementation and supporting regional policies might enhance adaptive capacity and resilience building. Methods include a review of the policy, qualitative analysis of policy structures as well as linguistic analysis of policy documents. The case study is an exercise of looking back to look forward—an approach to understand the preconditions for today’s decision-making structures, which have changed tremendously due to Brexit as well as new climate agreements and policies. It provides insights into the starting point of climate adaptation structures for agricultural adaptation decisions that are relevant in the gradual layering of climate change concerns into agricultural reforms after the 2007–2013 reforms of CAP. The article provides insight into (a) what kind of regulatory aspects promote adaptation the agricultural sector (b) if the implementation of the agricultural policy is characterized by adaptive governance as defined in the social-ecological systems and resilience literature. It further examines to what extent such governance arrangements can (c) result in adaptive capacity structures and, finally (d) lead to assumptions on resilience promotion.",25/10/2023,14/04/2024 23:07,30/05/2024 22:30,15/04/2024 5:27,2003039,,1,7,,,Structural Adaptation Triggers in the CAP,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THWUN7CF,presentation,2023,"Whitehead, Jesse",StoryMaps to support community aspirations and improve research accessibility,,,,,,,2023-08,14/04/2024 23:07,30/05/2024 22:30,,,,,,,,,,,,,,"Auckland, New Zealand",en,,Conference Paper,,,,,Presenters: _:n1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEMO-ECR Symposium,,,,,,,,,,,,,,,,
ALLF7B8Z,journalArticle,2023,"Barrett-Walker, Tessa; Buelow, Franca; Te Atu O Tu MacDonald, Lindsey; Brower, Ann; James, Alex",Stochastic modelling of intersectional pay gaps in universities,Royal Society open science,,2054-5703,10.1098/rsos.230615,https://pubmed.ncbi.nlm.nih.gov/37830027,"The gender and ethnicity pay gaps are well publicised for academics. The majority of research relies on observations representing a point in time or uses models to consider a standard academic lifespan. We use a stochastic mathematical model to ask what drives differences in lifetime earnings of university academics and highlight a new question: how best should we quantify a working lifetime? The model observes and accounts for patterns in age when entering and leaving the workforce, and differing salary trajectories during an academic career. It is parameterized with data from a national dataset in Aotearoa New Zealand. We compare the total lifetime earnings of different gender and ethnicity groups with and without accounting for the different lengths of time spent in academia. The lifetime earnings gaps are considerably larger when we account for different hiring and leaving ages. We find that overall, for every ethnicity, women have shorter careers and are more likely to leave academia. All minority ethnic groups-and women-earn considerably less than their male white, European colleagues.",11/10/2023,14/04/2024 23:07,30/05/2024 22:30,,230615-230615,,10,10,,R Soc Open Sci,,,,,,,,eng,,,PubMed,37830027,,,Number: 10 Place: England,,C:\Users\User\Zotero\storage\GBS4MMYB\Barrett-Walker et al. - 2023 - Stochastic modelling of intersectional pay gaps in.pdf; ; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10565367/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10565367/,ethnicity pay gap; gender pay gap; stochastic model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR6TZ7,journalArticle,2023,"Thoral, François; Pinkerton, Matthew H.; Tait, Leigh W.; Schiel, David R.",Spectral light quality on the seabed matters for macroalgal community composition at the extremities of light limitation,Limnology and Oceanography,,"0024-3590, 1939-5590",10.1002/lno.12318,https://aslopubs.onlinelibrary.wiley.com/doi/10.1002/lno.12318,"Abstract                            Compromised light quantity on the seabed affects the composition and resilience of marine forests and the maintenance of ecosystem services. However, the response of macroalgal assemblages to changes in the               quality               (spectral composition) of light as compared to the               quantity               alone is poorly understood. Here, we bridge radiative transfer modeling and algal physiology to simulate the underwater light environment and explore macroalgal responses to spectral attenuation by various coastal water constituents. We considered three groups of macroalgal taxa (class Phaeophyceae and, phyla Chlorophyta and Rhodophyta) for which we developed a “synthetic envelope” of spectrally resolved action spectra using 1 million radiative simulations. We found that brown algae were more efficient at harvesting light across the whole spectrum at low attenuation (< 0.2 m               −1               ) when depths were greater than 10 m, whereas green algae dominated shallower depths than 10 m for low to high attenuation values. Finally, red algae made best use of the available light at relatively higher attenuation values (> 0.2 m               −1               ) and deeper depths. We also demonstrated that the brown and green algal taxa showed higher photosynthetic efficiencies when attenuation was dominated by particulate matter rather than by phytoplankton or detrital matter. Our results shed new light on the “Complementary Chromatic Adaptation” hypothesis by confirming that algal pigmentation matters under a subset of scenarios, particularly at the limits of light availability in coastal waters. This study paves the way for identifying competitive thresholds in macroalgal communities by using satellite‐derived ocean color products to identify regions and depths of potential optical transitions.",2023-04,14/04/2024 23:07,30/05/2024 22:30,15/04/2024 5:42,902-916,,4,68,,Limnology & Oceanography,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473ULJU,journalArticle,2023,"Godsoe, William; Murray, Rua; Iritani, Ryosuke",Species interactions and diversity: a unified framework using Hill numbers,Oikos,,"0030-1299, 1600-0706",10.1111/oik.09282,https://onlinelibrary.wiley.com/doi/10.1111/oik.09282,"Biodiversity describes the variety of organisms on planet earth. Ecologists have long hoped for a synthesis between analyses of biodiversity and analyses of biotic interactions among species, such as predation, competition and mutualism. However, it is often unclear how to connect details of these interactions with complex modern analyses of biodiversity. To resolve this gap, we propose a unification of models of biotic interactions and measurements of diversity. We show that analyses of biodiversity obscure details about biotic interactions. For example, identical changes in biodiversity can arise from predation, competition or mutualism. Our approach indicates that traditional models of community assembly miss key facets of diversity change. Instead, we suggest that analyses of diversity change should focus on partitions, which measure mechanisms that directly shape changes in diversity, notably species level selection and immigration, rather than traditional analyses of biotic interactions.",2023-03,7/05/2023 4:40,30/05/2024 22:29,15/04/2024 5:31,e09282,,3,2023,,Oikos,Species interactions and diversity,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\NYC3QKC7\Godsoe et al. - 2023 - Species interactions and diversity a unified fram.pdf; C:\Users\User\Zotero\storage\DCNP3M9G\oik.html; C:\Users\User\Zotero\storage\23AEBBCJ\Godsoe et al. - 2023 - Species interactions and diversity a unified fram.pdf,,,biodiversity; mutualism; competition; Hill number; metacommunity; partition; predation; relative fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5BHHYKIZ,presentation,2023,"Qasim, M.; Higham, K.",Some Links between Sustainability and Well-Being,,,,,,,1/02/2023,14/04/2024 23:07,30/05/2024 22:29,,,,,,,,,,,,,,"Ljubljana, Slovenia",en,,Conference Paper,,,,,Presenters: _:n394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nineteenth International Conference on Environmental, Cultural, Economic & Social Sustainability",,,,,,,,,,,,,,,,
835EWKYF,journalArticle,2023,"Naghavi, Mostafa; Roshdi, Israfil; Arjomandi, Amir; Margaritis, Dimitris",Some comments on Russell graph efficiency measures in data envelopment analysis: The multiplicative approach,European Journal of Operational Research,,3772217,10.1016/j.ejor.2022.11.004,https://linkinghub.elsevier.com/retrieve/pii/S0377221722008621,,2023-04,14/04/2024 23:07,30/05/2024 22:29,15/04/2024 5:39,494-497,,1,306,,European Journal of Operational Research,Some comments on Russell graph efficiency measures in data envelopment analysis,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4YXVJHL,journalArticle,2023,"Martin, A.P.; Lim, C.; Kah, M.; Rattenbury, M.S.; Rogers, K.M.; Sharp, E.L.; Turnbull, R.E.","Soil pollution driven by duration of urbanisation and dwelling quality in urban areas: An example from Auckland, New Zealand",Applied Geochemistry,,8832927,10.1016/j.apgeochem.2022.105518,https://linkinghub.elsevier.com/retrieve/pii/S0883292722003225,,2023-01,14/04/2024 23:07,30/05/2024 22:29,15/04/2024 5:38,105518,,,148,,Applied Geochemistry,Soil pollution driven by duration of urbanisation and dwelling quality in urban areas,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJQPFZX2,journalArticle,2023,"Binny, Rachelle N; Priest, Patricia; French, Nigel P; Parry, Matthew; Lustig, Audrey; Hendy, Shaun C; Maclaren, Oliver J; Ridings, Kannan M; Steyn, Nicholas; Vattiato, Giorgia; Plank, Michael J",Sensitivity of Reverse Transcription Polymerase Chain Reaction Tests for Severe Acute Respiratory Syndrome Coronavirus 2 Through Time,The Journal of infectious diseases,,1537-6613,10.1093/infdis/jiac317,https://pubmed.ncbi.nlm.nih.gov/35876500,"BACKGROUND: Reverse transcription polymerase chain reaction (RT-PCR) tests are the gold standard for detecting recent infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Reverse transcription PCR sensitivity varies over the course of an individual's infection, related to changes in viral load. Differences in testing methods, and individual-level variables such as age, may also affect sensitivity. METHODS: Using data from New Zealand, we estimate the time-varying sensitivity of SARS-CoV-2 RT-PCR under varying temporal, biological, and demographic factors. RESULTS: Sensitivity peaks 4-5 days postinfection at 92.7% (91.4%-94.0%) and remains over 88% between 5 and 14 days postinfection. After the peak, sensitivity declined more rapidly in vaccinated cases compared with unvaccinated, females compared with males, those aged under 40 compared with over 40s, and Pacific peoples compared with other ethnicities. CONCLUSIONS: Reverse transcription PCR remains a sensitive technique and has been an effective tool in New Zealand's border and postborder measures to control coronavirus disease 2019. Our results inform model parameters and decisions concerning routine testing frequency.",2023,7/05/2023 4:15,30/05/2024 22:29,,Sept-17,,1,227,,J Infect Dis,,,,,,,,eng,,,PubMed,35876500,,,Number: 1 Place: United States,,C:\Users\User\Zotero\storage\23F6WG7Q\Binny et al. - 2022 - Sensitivity of Reverse Transcription Polymerase Ch.pdf; C:\Users\User\Zotero\storage\5ETJ9TRD\Binny et al. - 2022 - Sensitivity of Reverse Transcription Polymerase Ch.pdf; ; ; ; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9384503/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9384503/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9384503/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9384503/,Female; Humans; Male; Aged; COVID-19; SARS-CoV-2; *COVID-19/diagnosis; *SARS-CoV-2/genetics; Clinical Laboratory Techniques/methods; COVID-19 Testing; Real-Time Polymerase Chain Reaction/methods; Reverse Transcriptase Polymerase Chain Reaction; Reverse Transcription; reversetranscriptionpolymerase chain reaction; Sensitivity and Specificity; surveillance; test sensitivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ97KFQ2,journalArticle,2023,"Frean, Marcus; Marsland, Stephen",Score-mediated mutual consent and indirect reciprocity,Proceedings of the National Academy of Sciences of the United States of America,,1091-6490,10.1073/pnas.2302107120,https://pubmed.ncbi.nlm.nih.gov/37253000,"Helping strangers at a cost to oneself is a hallmark of many human interactions, but difficult to justify from the viewpoint of natural selection, particularly in anonymous one-shot interactions. Reputational scoring can provide the necessary motivation via ""indirect reciprocity,"" but maintaining reliable scores requires close oversight to prevent cheating. We show that in the absence of such supervision, it is possible that scores might be managed by mutual consent between the agents themselves instead of by third parties. The space of possible strategies for such ""consented"" score changes is very large but, using a simple cooperation game, we search it, asking what kinds of agreement can i) invade a population from rare and ii) resist invasion once common. We prove mathematically and demonstrate computationally that score mediation by mutual consent does enable cooperation without oversight. Moreover, the most invasive and stable strategies belong to one family and ground the concept of value by incrementing one score at the cost of the other, thus closely resembling the token exchange that underlies money in everyday human transactions. The most successful strategy has the flavor of money except that agents without money can generate new score if they meet. This strategy is evolutionarily stable, and has higher fitness, but is not physically realizable in a decentralized way; when conservation of score is enforced more money-like strategies dominate. The equilibrium distribution of scores under any of this family of strategies is geometric, meaning that agents with score 0 are inherent to money-like strategies.",6/06/2023,14/04/2024 23:07,30/05/2024 22:29,,e2302107120-e2302107120,,23,120,,Proc Natl Acad Sci U S A,,,,,,,,eng,,,PubMed,37253000,,,Number: 23 Edition: 2023/05/30 Place: United States,,C:\Users\User\Zotero\storage\7ZEBJ2ZR\Frean and Marsland - 2023 - Score-mediated mutual consent and indirect recipro.pdf; ; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10266034/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10266034/,"Biological Evolution; Selection, Genetic; Humans; cooperation; *Cooperative Behavior; *Lymphatic System; evolutionary game theory; Game Theory; indirect reciprocity; Informed Consent; Motivation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKN7HS4L,journalArticle,2023,"Dütsch, Marina; Steig, Eric J.; Blossey, Peter N.; Pauling, Andrew G.",Response of Water Isotopes in Precipitation to a Collapse of the West Antarctic Ice Sheet in High-Resolution Simulations with the Weather Research and Forecasting Model,Journal of Climate,,"0894-8755, 1520-0442",10.1175/JCLI-D-22-0647.1,https://journals.ametsoc.org/view/journals/clim/36/16/JCLI-D-22-0647.1.xml,"Abstract                            The West Antarctic Ice Sheet (WAIS) may have collapsed during the last interglacial period, between 132 000 and 116 000 years ago. The changes in topography resulting from WAIS collapse would be accompanied by significant changes in Antarctic surface climate, atmospheric circulation, and ocean conditions. Evidence of these changes may be recorded in water-isotope ratios in precipitation archived in the ice. We conduct high-resolution simulations with an isotope-enabled version of the Weather Research and Forecasting Model over Antarctica, with boundary conditions provided by climate model simulations with both present-day and lowered WAIS topography. The results show that while there is significant spatial variability, WAIS collapse would cause detectable isotopic changes at several locations where ice-core records have been obtained or could be obtained in the future. The most robust signals include elevated               δ               18               O at SkyTrain Ice Rise in West Antarctica and elevated deuterium excess and               δ               18               O at Hercules Dome in East Antarctica. A combination of records from multiple sites would provide constraints on the timing, rate, and magnitude of past WAIS collapse.",15/08/2023,14/04/2024 23:07,30/05/2024 22:29,15/04/2024 5:29,5417-5430,,16,36,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\3BF2Y36D\Dütsch et al. - 2023 - Response of Water Isotopes in Precipitation to a C.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
